"idx_condition","idx_trial","T_fm","T_fu","T_rm","T_ru","R_fm","R_fu","R_rm","R_ru","f_halt","r_halt","n_items"
9,557,1,1,1,1,1,1,1,1,1,4,8
10,557,1,1,1,1,1,1,1,1,1,3,8
11,557,2,2,2,2,4,2,2,2,3,4,8
12,557,2,2,2,2,2,2,2,2,3,3,8
13,557,1,1,1,1,1,1,1,1,2,4,8
14,557,1,1,1,1,1,1,2,1,1,4,8
15,557,1,1,3,1,3,1,3,1,3,4,8
16,557,2,1,2,1,1,1,2,1,4,4,8
17,557,1,1,1,1,2,1,1,1,1,5,8
18,557,1,1,1,1,1,1,1,1,1,4,8
19,557,1,1,3,1,4,1,3,1,3,4,8
20,557,1,1,2,1,1,1,2,1,4,5,8
21,557,2,2,2,2,2,2,2,2,2,4,8
22,557,2,2,2,2,4,2,4,2,2,4,8
23,557,2,2,2,2,2,2,2,2,2,4,8
24,557,2,2,2,2,2,2,2,2,2,3,8
25,557,2,2,2,2,2,2,2,2,2,4,8
26,557,2,2,2,2,2,2,2,2,2,4,8
27,557,2,2,2,2,2,2,2,2,2,5,8
28,557,2,2,2,2,2,2,2,2,2,4,8
29,557,1,1,2,1,2,1,2,1,2,4,8
30,557,1,1,1,1,1,1,1,1,2,4,8
31,557,1,1,2,2,2,2,2,2,2,4,8
32,557,1,1,2,2,2,2,2,2,1,4,8
33,557,2,2,2,2,2,2,2,2,2,4,8
34,557,2,2,2,2,2,2,2,2,2,3,8
35,557,2,2,4,2,3,2,3,2,2,4,8
36,557,2,2,2,2,2,2,2,2,2,4,8
37,557,2,1,2,1,2,1,2,1,3,5,8
38,557,1,1,2,1,2,1,2,1,2,4,8
39,557,2,2,8,2,2,2,2,2,2,5,8
40,557,2,2,3,2,3,2,3,2,2,4,8
41,557,1,1,1,1,1,1,1,1,2,5,8
42,557,1,1,1,1,1,1,2,1,2,4,8
43,557,1,1,4,2,2,2,2,2,2,4,8
44,557,1,1,2,2,3,2,3,2,2,3,8
45,557,1,1,2,2,2,2,2,2,2,4,8
46,557,1,1,2,2,3,1,2,1,2,3,8
47,557,1,1,2,2,3,2,2,2,2,4,8
48,557,1,1,2,2,2,1,2,2,1,4,8
49,557,1,1,4,1,2,1,4,1,2,5,8
50,557,1,1,2,2,2,1,2,2,2,4,8
51,557,1,1,8,2,2,2,2,2,2,5,8
52,557,1,1,3,2,2,2,3,2,1,5,8
1,558,0,0,0,0,0,0,0,0,4,5,8
2,558,0,0,0,0,0,0,0,0,4,4,8
3,558,4,0,6,0,-1,0,1,0,4,5,8
4,558,1,0,1,1,1,0,1,1,4,4,8
5,558,1,1,3,1,3,1,3,1,3,4,8
6,558,1,1,1,1,1,1,1,1,1,4,8
7,558,4,1,6,1,1,1,1,1,4,5,8
8,558,2,1,2,1,2,1,2,1,4,4,8
9,558,1,1,1,1,1,1,1,1,1,4,8
10,558,1,1,1,1,1,1,1,1,1,4,8
11,558,1,1,6,1,2,1,2,1,4,5,8
12,558,2,1,4,1,2,1,2,1,3,4,8
13,558,1,1,2,1,2,1,2,1,2,4,8
14,558,1,1,2,1,2,1,2,1,2,5,8
15,558,2,2,2,2,2,1,2,1,4,5,8
16,558,2,1,2,2,2,1,2,1,3,5,8
17,558,1,1,1,1,2,1,2,1,1,5,8
18,558,1,1,1,1,1,1,1,1,1,4,8
19,558,2,1,3,1,3,1,2,1,3,5,8
20,558,1,1,2,1,3,1,2,1,3,4,8
21,558,2,2,4,2,2,2,4,2,4,4,8
22,558,2,2,3,2,3,2,3,2,3,4,8
23,558,2,2,3,2,3,2,3,2,2,4,8
24,558,2,2,2,2,2,2,3,2,2,4,8
25,558,2,2,4,3,-1,2,4,2,3,4,8
26,558,2,2,2,2,2,2,2,2,2,4,8
27,558,2,2,2,2,3,2,2,2,2,3,8
28,558,2,2,2,2,3,2,3,2,2,3,8
29,558,1,1,5,1,1,1,4,1,3,5,8
30,558,1,1,1,1,1,1,1,1,1,4,8
31,558,1,1,2,1,2,1,2,1,1,4,8
32,558,1,1,2,2,2,2,3,2,1,4,8
33,558,2,2,3,2,3,2,3,2,3,5,8
34,558,2,2,3,2,2,2,3,2,3,4,8
35,558,2,2,2,2,2,2,2,2,2,3,8
36,558,2,2,2,2,2,2,2,2,2,4,8
37,558,1,1,3,1,1,1,1,1,3,4,8
38,558,2,1,3,2,2,2,3,2,3,4,8
39,558,1,1,2,2,2,2,2,2,2,4,8
40,558,2,2,2,2,2,2,2,2,2,4,8
41,558,1,1,3,1,2,1,2,1,2,3,8
42,558,1,1,3,1,2,1,2,1,2,4,8
43,558,1,1,1,1,1,1,1,1,1,4,8
44,558,1,1,2,1,2,2,2,2,1,4,8
45,558,1,1,4,1,1,1,4,1,2,4,8
46,558,1,1,2,2,2,1,2,2,2,4,8
47,558,1,1,2,1,2,1,2,2,1,4,8
48,558,1,1,2,2,2,2,3,2,1,4,8
49,558,1,1,2,1,2,1,2,1,2,5,8
50,558,1,1,4,2,2,1,4,1,2,4,8
51,558,1,1,2,1,2,1,2,1,1,4,8
52,558,1,1,2,2,2,1,2,2,1,5,8
1,559,2,0,3,0,2,0,2,0,4,5,8
2,559,0,0,0,0,0,0,0,0,4,5,8
3,559,1,0,1,0,1,0,1,0,4,4,8
4,559,1,0,0,0,1,0,0,0,4,4,8
5,559,1,1,1,1,1,1,1,1,2,4,8
6,559,1,1,2,1,-1,1,2,1,2,4,8
7,559,2,1,2,1,2,1,2,1,4,5,8
8,559,2,1,2,1,2,1,2,1,4,4,8
9,559,1,1,1,1,1,1,1,1,1,4,8
10,559,1,1,1,1,1,1,3,1,1,4,8
11,559,2,1,2,2,2,1,2,1,4,5,8
12,559,1,1,2,1,2,1,2,1,4,4,8
13,559,1,1,8,1,2,1,4,1,2,5,8
14,559,1,1,1,1,3,1,3,1,2,4,8
15,559,1,1,5,1,1,1,1,1,4,5,8
16,559,1,1,1,1,1,1,1,1,3,3,8
17,559,1,1,1,1,1,1,1,1,1,5,8
18,559,1,1,1,1,1,1,1,1,1,4,8
19,559,1,1,1,1,1,1,1,1,4,5,8
20,559,1,1,2,1,2,1,2,1,3,4,8
21,559,2,2,2,2,2,2,2,2,3,5,8
22,559,2,2,2,2,2,2,2,2,2,5,8
23,559,2,2,2,2,2,2,2,2,2,5,8
24,559,2,2,2,2,2,2,2,2,2,3,8
25,559,1,1,2,1,1,1,1,1,3,4,8
26,559,2,1,2,2,2,2,2,2,2,3,8
27,559,1,1,2,1,2,1,2,2,2,4,8
28,559,2,1,2,2,2,2,2,2,2,3,8
29,559,1,1,1,1,1,1,1,1,2,4,8
30,559,1,1,2,1,-1,1,3,1,2,4,8
31,559,1,1,1,1,1,1,1,1,1,4,8
32,559,1,1,2,1,2,1,2,2,1,3,8
33,559,2,2,5,2,2,1,2,1,3,5,8
34,559,2,2,3,3,3,2,3,2,3,3,8
35,559,2,2,4,2,2,2,2,2,2,4,8
36,559,2,2,3,2,3,2,3,2,2,4,8
37,559,1,1,1,1,1,1,1,1,3,5,8
38,559,1,1,3,1,3,1,3,1,3,3,8
39,559,2,2,2,2,2,2,2,2,2,5,8
40,559,2,2,3,2,3,2,3,2,2,4,8
41,559,1,1,5,1,1,1,-1,1,3,5,8
42,559,1,1,1,1,3,1,1,1,3,3,8
43,559,1,1,1,1,1,1,1,1,1,5,8
44,559,1,1,2,2,2,2,2,2,1,4,8
45,559,1,1,1,1,1,1,1,1,2,4,8
46,559,1,1,2,1,1,1,2,1,2,5,8
47,559,1,1,1,1,1,1,1,1,1,4,8
48,559,1,1,2,1,1,1,2,1,1,4,8
49,559,1,1,1,1,2,1,1,1,2,4,8
50,559,1,1,3,1,3,1,3,1,3,3,8
51,559,1,1,3,3,3,1,3,2,2,4,8
52,559,1,1,2,2,2,1,2,2,1,4,8
1,560,0,0,0,0,0,0,0,0,4,4,8
2,560,0,0,0,0,0,0,0,0,3,4,8
3,560,0,0,1,0,0,0,1,0,4,5,8
4,560,1,0,1,0,1,0,1,0,4,4,8
5,560,1,1,1,1,1,1,1,1,2,4,8
6,560,1,1,1,1,1,1,1,1,1,4,8
7,560,2,1,7,1,2,1,2,1,3,5,8
8,560,1,1,1,1,1,1,1,1,3,4,8
9,560,1,1,1,1,1,1,2,1,1,4,8
10,560,1,1,1,1,1,1,1,1,1,3,8
11,560,2,1,7,3,3,1,3,1,3,5,8
12,560,1,1,1,1,1,1,1,1,3,4,8
13,560,1,1,5,1,1,1,4,1,3,5,8
14,560,1,1,1,1,1,1,1,1,2,4,8
15,560,1,1,6,1,1,1,1,1,4,5,8
16,560,1,1,1,1,1,1,1,1,3,4,8
17,560,1,1,8,1,4,1,4,2,1,5,8
18,560,1,1,2,1,3,1,2,1,1,5,8
19,560,1,1,5,1,1,1,1,1,4,5,8
20,560,1,1,3,1,1,1,1,1,3,3,8
21,560,2,2,2,2,2,2,2,2,2,4,8
22,560,2,2,2,2,2,2,2,2,2,3,8
23,560,2,2,2,2,2,2,2,2,2,3,8
24,560,2,2,2,2,2,2,2,2,2,3,8
25,560,1,1,3,2,4,1,2,1,3,4,8
26,560,2,2,2,2,2,2,2,2,2,3,8
27,560,2,2,2,2,2,2,2,2,2,4,8
28,560,2,2,2,2,2,2,2,2,2,3,8
29,560,1,1,1,1,1,1,1,1,2,4,8
30,560,1,1,1,1,1,1,1,1,2,3,8
31,560,1,1,1,1,2,1,2,1,1,4,8
32,560,1,1,2,1,2,2,2,2,1,3,8
33,560,2,2,4,2,3,2,2,2,3,4,8
34,560,2,2,2,2,2,2,2,2,3,4,8
35,560,2,2,2,2,2,2,2,2,2,4,8
36,560,2,2,3,2,3,2,3,2,2,4,8
37,560,2,2,4,2,-1,2,3,2,3,4,8
38,560,2,2,3,2,3,2,3,2,3,4,8
39,560,2,2,8,2,2,2,3,2,2,5,8
40,560,2,2,2,2,2,2,3,2,2,4,8
41,560,1,1,4,1,-1,1,3,1,3,5,8
42,560,1,1,2,1,1,1,2,1,2,4,8
43,560,1,1,8,8,4,2,4,2,2,5,8
44,560,1,1,3,2,3,2,3,2,2,4,8
45,560,1,1,1,1,1,1,1,1,2,5,8
46,560,1,1,2,1,2,1,2,1,2,3,8
47,560,1,1,2,1,2,1,2,2,1,4,8
48,560,1,1,2,1,2,1,2,2,1,3,8
49,560,1,1,8,8,1,1,4,1,3,6,8
50,560,1,1,3,1,2,1,2,1,2,4,8
51,560,1,1,8,2,2,1,2,2,1,5,8
52,560,1,1,2,2,2,1,2,2,1,4,8
1,561,0,0,0,0,0,0,0,0,4,4,8
2,561,0,0,2,0,0,0,2,0,4,4,8
3,561,0,0,0,0,0,0,0,0,4,4,8
4,561,4,0,4,0,1,0,1,0,4,4,8
5,561,1,1,2,1,2,1,2,1,2,4,8
6,561,1,1,1,1,1,1,1,1,2,4,8
7,561,2,1,2,1,2,1,2,1,3,5,8
8,561,2,2,2,2,2,1,2,1,4,4,8
9,561,1,1,1,1,1,1,3,1,1,5,8
10,561,1,1,1,1,1,1,1,1,1,4,8
11,561,2,1,2,1,2,1,2,1,2,5,8
12,561,2,2,2,2,3,2,2,1,3,4,8
13,561,1,1,5,1,1,1,1,1,3,5,8
14,561,1,1,4,1,2,1,2,1,2,4,8
15,561,3,3,3,3,3,1,3,1,3,4,8
16,561,3,1,3,1,3,1,3,1,3,4,8
17,561,1,1,2,1,2,1,2,1,2,5,8
18,561,1,1,1,1,1,1,1,1,1,5,8
19,561,2,1,3,1,3,1,2,1,3,4,8
20,561,2,1,3,1,-1,1,3,1,3,4,8
21,561,3,3,3,3,3,3,3,2,3,4,8
22,561,2,2,2,2,3,2,2,2,3,3,8
23,561,2,2,4,2,2,2,2,2,2,4,8
24,561,2,2,2,2,2,2,2,2,2,3,8
25,561,2,2,3,2,3,2,2,2,3,4,8
26,561,2,1,3,1,3,1,3,1,3,3,8
27,561,2,2,2,2,2,2,2,2,2,4,8
28,561,2,2,2,2,2,2,2,2,2,4,8
29,561,1,1,2,1,2,1,2,1,2,4,8
30,561,1,1,1,1,1,1,1,1,2,4,8
31,561,1,1,3,1,3,1,2,1,1,5,8
32,561,1,1,2,1,2,1,2,2,1,4,8
33,561,2,2,3,2,2,2,2,2,3,4,8
34,561,2,2,3,2,3,2,2,2,3,3,8
35,561,2,2,3,2,3,2,3,2,2,4,8
36,561,2,2,2,2,2,2,2,2,2,4,8
37,561,2,1,3,2,-1,2,3,2,3,4,8
38,561,2,2,3,2,3,2,3,2,3,4,8
39,561,2,2,3,2,3,2,2,2,2,5,8
40,561,2,2,2,2,2,2,2,2,2,4,8
41,561,1,1,4,1,-1,1,4,1,3,4,8
42,561,1,1,3,1,3,1,3,1,3,4,8
43,561,1,1,2,2,2,1,2,2,2,5,8
44,561,1,1,2,2,2,2,2,2,2,5,8
45,561,1,1,2,1,2,1,2,1,2,4,8
46,561,1,1,1,1,1,1,1,1,2,3,8
47,561,1,1,2,1,1,1,2,1,1,4,8
48,561,1,1,2,2,3,1,2,2,1,4,8
49,561,2,1,2,2,2,1,2,2,2,4,8
50,561,2,1,2,2,2,2,2,2,2,4,8
51,561,1,1,3,1,1,1,3,1,1,5,8
52,561,1,1,3,2,2,2,2,2,2,5,8
1,562,0,0,4,0,0,0,4,0,4,5,8
2,562,0,0,0,0,0,0,0,0,4,4,8
3,562,0,0,0,0,0,0,0,0,5,5,8
4,562,0,0,0,0,0,0,0,0,4,4,8
5,562,2,1,2,2,2,1,2,1,2,4,8
6,562,1,1,2,1,2,1,2,1,2,3,8
7,562,2,1,2,1,2,1,1,1,4,4,8
8,562,1,1,1,1,1,1,1,1,3,3,8
9,562,1,1,2,1,2,1,2,2,1,5,8
10,562,1,1,1,1,2,1,2,1,1,3,8
11,562,2,1,4,1,2,1,1,1,3,4,8
12,562,1,1,1,1,1,1,1,1,3,4,8
13,562,1,1,2,1,2,1,2,1,2,4,8
14,562,1,1,1,1,1,1,1,1,2,4,8
15,562,1,1,1,1,1,1,1,1,3,4,8
16,562,1,1,1,1,1,1,1,1,3,4,8
17,562,1,1,1,1,1,1,1,1,1,4,8
18,562,1,1,1,1,2,1,1,1,1,4,8
19,562,1,1,1,1,1,1,1,1,3,5,8
20,562,1,1,1,1,1,1,1,1,3,3,8
21,562,2,2,2,2,2,2,2,2,3,4,8
22,562,2,2,2,2,2,2,2,2,3,3,8
23,562,2,2,2,2,2,2,2,2,2,4,8
24,562,2,2,2,2,2,2,3,2,2,3,8
25,562,2,1,2,2,2,1,2,1,3,4,8
26,562,2,2,2,2,3,2,2,2,2,3,8
27,562,2,1,2,2,3,2,2,2,2,3,8
28,562,2,2,2,2,2,2,2,2,2,3,8
29,562,2,1,2,2,2,1,2,1,3,4,8
30,562,1,1,2,1,2,1,2,1,2,3,8
31,562,1,1,2,2,2,2,2,2,2,3,8
32,562,1,1,2,2,2,2,2,2,2,3,8
33,562,2,2,3,2,3,2,2,2,3,4,8
34,562,2,2,2,2,2,2,2,2,2,3,8
35,562,2,2,2,2,2,2,2,2,2,3,8
36,562,2,2,2,2,2,2,2,2,2,3,8
37,562,1,1,1,1,1,1,1,1,3,4,8
38,562,1,1,2,1,2,1,2,1,2,3,8
39,562,1,1,2,2,2,2,2,2,2,4,8
40,562,2,2,2,2,2,2,2,2,2,3,8
41,562,1,1,2,1,2,1,2,1,3,4,8
42,562,1,1,1,1,1,1,1,1,2,4,8
43,562,1,1,1,1,1,1,1,1,1,4,8
44,562,1,1,1,1,2,1,2,1,1,4,8
45,562,1,1,2,1,2,1,2,1,2,4,8
46,562,1,1,2,2,2,1,2,2,2,3,8
47,562,1,1,2,1,2,1,2,1,1,5,8
48,562,1,1,2,2,2,2,2,2,1,3,8
49,562,1,1,1,1,1,1,1,1,2,4,8
50,562,1,1,2,2,2,1,2,1,2,4,8
51,562,1,1,1,1,1,1,1,1,1,4,8
52,562,1,1,2,2,2,1,2,2,1,4,8
1,563,4,0,4,0,1,0,1,0,4,4,8
2,563,0,0,0,0,0,0,0,0,4,4,8
3,563,0,0,0,0,0,0,0,0,3,5,8
4,563,0,0,0,0,0,0,0,0,4,4,8
5,563,1,1,2,1,2,2,2,1,2,4,8
6,563,1,1,1,1,1,1,1,1,2,3,8
7,563,2,2,3,2,3,2,2,1,3,4,8
8,563,3,1,3,1,3,1,1,1,3,3,8
9,563,1,1,1,1,4,1,3,1,1,4,8
10,563,1,1,1,1,1,1,2,1,1,4,8
11,563,3,2,3,2,3,2,3,1,3,4,8
12,563,2,1,4,1,3,1,4,1,3,4,8
13,563,1,1,2,1,1,1,2,1,2,5,8
14,563,1,1,1,1,1,1,1,1,1,3,8
15,563,1,1,2,1,1,1,1,1,4,4,8
16,563,1,1,1,1,1,1,1,1,3,5,8
17,563,1,1,1,1,1,1,1,1,1,4,8
18,563,1,1,1,1,1,1,2,1,1,4,8
19,563,1,1,1,1,1,1,1,1,3,4,8
20,563,1,1,1,1,1,1,1,1,3,4,8
21,563,3,1,3,1,3,1,3,1,3,4,8
22,563,2,2,2,2,2,2,2,2,2,3,8
23,563,2,2,2,2,2,2,2,2,2,4,8
24,563,2,2,2,2,2,2,2,2,2,4,8
25,563,1,1,2,1,2,1,2,1,3,4,8
26,563,1,1,2,1,2,1,2,1,3,4,8
27,563,1,1,3,2,3,2,3,2,2,4,8
28,563,2,2,2,2,2,2,2,2,2,4,8
29,563,2,1,2,2,2,2,2,1,2,4,8
30,563,1,1,1,1,1,1,1,1,2,4,8
31,563,1,1,1,1,1,1,2,1,1,4,8
32,563,1,1,2,1,2,2,3,2,1,4,8
33,563,2,1,2,1,2,1,2,1,3,5,8
34,563,2,2,2,2,2,2,2,2,2,4,8
35,563,2,2,2,2,2,2,2,2,2,4,8
36,563,2,2,2,2,2,2,2,2,2,3,8
37,563,1,1,1,1,1,1,1,1,3,5,8
38,563,2,2,2,2,2,2,2,2,2,4,8
39,563,1,1,2,2,2,2,2,2,2,3,8
40,563,2,2,2,2,2,2,2,2,2,4,8
41,563,1,1,1,1,1,1,1,1,2,4,8
42,563,1,1,1,1,2,1,1,1,2,3,8
43,563,1,1,1,1,1,1,1,1,1,5,8
44,563,1,1,3,1,3,2,3,1,1,4,8
45,563,1,1,2,1,2,1,2,1,2,4,8
46,563,1,1,1,1,1,1,1,1,2,4,8
47,563,1,1,1,1,1,1,2,1,1,5,8
48,563,1,1,2,1,1,1,-1,1,1,4,8
49,563,1,1,1,1,1,1,1,1,2,4,8
50,563,1,1,1,1,1,1,1,1,1,5,8
51,563,1,1,2,1,2,1,2,1,1,5,8
52,563,1,1,8,5,2,1,4,2,1,5,8
1,564,0,0,0,0,0,0,0,0,4,4,8
2,564,2,0,1,0,1,0,1,0,4,4,8
3,564,1,0,2,0,1,0,1,0,4,5,8
4,564,1,1,1,1,1,1,1,1,4,4,8
5,564,1,1,2,1,1,1,2,1,2,4,8
6,564,1,1,1,1,1,1,1,1,1,3,8
7,564,4,1,4,1,1,1,1,1,4,4,8
8,564,2,1,2,1,2,1,2,1,3,4,8
9,564,1,1,1,1,1,1,1,1,1,4,8
10,564,1,1,1,1,1,1,1,1,1,4,8
11,564,1,1,5,1,1,1,-1,1,3,5,8
12,564,2,2,2,2,3,1,2,2,3,4,8
13,564,1,1,1,1,1,1,1,1,2,4,8
14,564,1,1,1,1,1,1,1,1,2,4,8
15,564,2,2,2,1,2,1,2,1,3,4,8
16,564,2,2,2,2,2,2,2,2,3,3,8
17,564,1,1,1,1,1,1,1,1,1,4,8
18,564,1,1,1,1,1,1,1,1,1,4,8
19,564,2,2,2,1,2,2,2,1,3,4,8
20,564,2,2,2,2,2,2,2,2,2,4,8
21,564,2,2,3,2,4,2,3,2,3,4,8
22,564,2,2,2,2,2,2,2,2,2,3,8
23,564,2,2,2,2,2,2,2,2,2,4,8
24,564,2,2,3,2,3,2,3,2,2,3,8
25,564,2,2,2,2,2,2,2,2,2,4,8
26,564,2,2,2,2,2,2,2,2,2,3,8
27,564,2,2,2,2,2,2,2,2,2,4,8
28,564,2,2,2,2,2,2,3,2,2,3,8
29,564,1,1,2,1,2,1,2,2,2,4,8
30,564,1,1,2,1,2,1,2,1,2,3,8
31,564,1,1,2,1,2,2,2,2,2,4,8
32,564,1,1,2,2,2,2,3,2,2,4,8
33,564,2,2,3,2,3,2,3,2,3,4,8
34,564,2,2,3,2,3,2,3,2,2,3,8
35,564,2,2,5,2,2,2,2,2,2,5,8
36,564,2,2,3,3,3,2,3,3,2,4,8
37,564,2,1,3,2,2,1,2,1,3,4,8
38,564,2,2,3,2,3,2,3,2,3,3,8
39,564,2,2,2,2,2,2,2,2,2,5,8
40,564,2,2,3,2,3,2,3,2,2,4,8
41,564,1,1,1,1,1,1,1,1,3,4,8
42,564,1,1,3,2,3,1,3,1,3,4,8
43,564,1,1,1,1,1,1,1,1,1,4,8
44,564,1,1,2,2,2,2,2,2,1,4,8
45,564,2,1,2,2,2,2,2,2,2,5,8
46,564,2,2,2,2,2,2,2,2,2,4,8
47,564,1,1,2,2,2,1,2,2,1,4,8
48,564,1,1,2,2,3,2,3,2,1,3,8
49,564,1,1,4,2,2,2,3,2,2,4,8
50,564,2,2,4,2,-1,2,4,2,2,4,8
51,564,1,1,2,1,2,1,2,1,1,5,8
52,564,1,1,2,2,2,2,2,2,1,4,8
1,565,0,0,0,0,0,0,0,0,4,5,8
2,565,0,0,0,0,0,0,0,0,4,4,8
3,565,1,0,1,0,1,0,1,0,3,5,8
4,565,0,0,0,0,0,0,0,0,4,4,8
5,565,1,1,1,1,1,1,1,1,2,4,8
6,565,1,1,1,1,1,1,1,1,1,3,8
7,565,1,1,1,0,1,1,1,0,4,4,8
8,565,1,1,1,1,1,1,1,1,3,4,8
9,565,1,1,1,1,2,1,2,1,1,4,8
10,565,1,1,1,1,1,1,1,1,1,3,8
11,565,1,1,1,1,1,1,1,1,3,4,8
12,565,1,1,1,1,1,1,1,1,2,4,8
13,565,2,1,2,2,2,2,2,1,2,4,8
14,565,1,1,2,1,2,1,2,1,2,4,8
15,565,2,0,2,0,2,0,1,0,4,4,8
16,565,1,1,1,1,1,1,1,1,4,4,8
17,565,1,1,2,1,2,1,2,1,1,4,8
18,565,1,1,2,1,2,1,2,1,1,4,8
19,565,2,1,2,1,2,1,2,1,4,5,8
20,565,1,1,1,1,1,1,1,1,3,4,8
21,565,2,2,2,2,2,2,2,2,2,4,8
22,565,2,2,2,2,3,2,2,2,2,3,8
23,565,2,2,2,2,2,2,2,2,2,3,8
24,565,2,2,2,2,2,2,2,2,2,2,8
25,565,1,1,1,1,1,1,1,1,2,4,8
26,565,2,2,2,2,2,2,2,2,2,3,8
27,565,2,2,2,2,2,2,2,2,2,4,8
28,565,2,2,2,2,2,2,2,2,2,3,8
29,565,1,1,1,1,1,1,1,1,2,4,8
30,565,1,1,1,1,1,1,1,1,2,3,8
31,565,1,1,2,1,2,1,2,1,2,4,8
32,565,1,1,2,1,3,2,2,2,1,3,8
33,565,3,3,3,3,3,2,3,2,3,4,8
34,565,2,2,2,2,2,2,2,2,2,3,8
35,565,2,2,8,3,3,2,3,2,2,5,8
36,565,2,2,2,2,2,2,2,2,2,4,8
37,565,3,2,3,3,3,2,3,2,3,4,8
38,565,2,1,3,2,4,2,3,2,3,4,8
39,565,2,2,3,3,3,2,3,2,2,4,8
40,565,2,2,2,2,2,2,2,2,2,4,8
41,565,2,2,2,2,2,2,2,2,2,4,8
42,565,1,1,2,1,3,1,2,1,3,4,8
43,565,1,1,4,1,1,1,2,1,1,4,8
44,565,1,1,3,1,4,1,2,1,1,4,8
45,565,1,1,1,1,1,1,1,1,1,4,8
46,565,1,1,2,2,2,2,2,2,2,3,8
47,565,1,1,2,1,3,1,2,2,1,4,8
48,565,1,1,2,2,2,2,2,2,1,4,8
49,565,1,1,4,1,4,1,2,1,3,4,8
50,565,1,1,2,2,2,2,2,2,2,4,8
51,565,1,1,2,1,2,1,2,1,1,4,8
52,565,1,1,2,2,2,2,2,2,1,5,8
1,566,1,0,0,0,1,0,0,0,4,5,8
2,566,0,0,0,0,0,0,0,0,4,4,8
3,566,0,0,0,0,0,0,0,0,4,5,8
4,566,0,0,0,0,0,0,0,0,4,4,8
5,566,1,1,2,1,2,1,2,1,2,4,8
6,566,1,1,1,1,1,1,1,1,1,4,8
7,566,2,1,7,1,1,1,2,1,4,6,8
8,566,2,2,2,2,2,1,2,1,4,4,8
9,566,1,1,2,1,3,1,2,1,1,4,8
10,566,1,1,1,1,2,1,2,1,1,3,8
11,566,1,1,7,1,1,1,1,1,3,6,8
12,566,1,1,2,1,2,1,2,1,3,4,8
13,566,1,1,1,1,1,1,1,1,2,4,8
14,566,1,1,1,1,1,1,1,1,2,4,8
15,566,2,0,2,0,2,0,1,0,4,5,8
16,566,2,1,2,1,2,1,2,1,3,4,8
17,566,1,1,1,1,1,1,1,1,1,4,8
18,566,1,1,2,1,2,1,2,1,1,3,8
19,566,1,1,1,1,1,1,1,1,4,5,8
20,566,1,1,2,1,1,1,1,1,3,4,8
21,566,3,2,3,3,3,2,3,2,3,4,8
22,566,2,2,3,2,3,2,3,2,3,3,8
23,566,2,2,5,2,2,2,3,2,2,5,8
24,566,2,2,2,2,3,2,3,2,2,3,8
25,566,1,1,3,1,3,1,3,1,3,4,8
26,566,2,2,2,2,2,2,2,2,2,4,8
27,566,2,2,3,2,2,2,3,2,2,5,8
28,566,2,2,2,2,3,2,3,2,2,3,8
29,566,1,1,2,1,1,1,2,1,2,3,8
30,566,1,1,1,1,1,1,1,1,3,4,8
31,566,1,1,2,1,2,1,2,2,2,4,8
32,566,1,1,3,1,3,1,3,1,1,3,8
33,566,2,2,5,2,2,2,2,2,3,5,8
34,566,2,2,3,2,3,2,3,2,3,4,8
35,566,2,2,2,2,2,2,2,2,2,4,8
36,566,2,2,2,2,2,2,2,2,2,3,8
37,566,1,1,2,1,2,1,2,1,3,4,8
38,566,2,2,3,2,3,2,3,2,3,4,8
39,566,2,1,2,2,2,2,2,2,2,4,8
40,566,2,2,2,2,2,2,2,2,2,4,8
41,566,1,1,2,1,1,1,1,1,3,5,8
42,566,1,1,3,1,1,1,1,1,3,4,8
43,566,1,1,2,1,3,1,2,2,2,4,8
44,566,1,1,2,2,2,2,2,2,2,4,8
45,566,1,1,1,1,1,1,1,1,2,5,8
46,566,1,1,2,1,2,1,2,1,2,4,8
47,566,1,1,2,1,2,1,2,2,1,4,8
48,566,1,1,2,1,2,1,2,2,1,3,8
49,566,1,1,2,1,1,1,2,1,2,5,8
50,566,1,1,3,1,1,1,3,1,2,3,8
51,566,1,1,2,2,2,1,2,2,2,5,8
52,566,1,1,2,2,2,2,2,2,1,3,8
1,567,0,0,0,0,0,0,0,0,4,4,8
2,567,0,0,0,0,0,0,0,0,4,4,8
3,567,3,2,3,0,3,1,2,0,3,3,8
4,567,1,0,3,0,1,0,1,0,4,4,8
5,567,1,1,1,1,1,1,1,1,2,4,8
6,567,1,1,2,1,-1,1,3,1,2,4,8
7,567,1,1,1,1,1,1,1,1,4,5,8
8,567,2,1,2,1,3,1,1,1,3,3,8
9,567,1,1,1,1,2,1,2,1,1,4,8
10,567,1,1,1,1,2,1,2,1,1,4,8
11,567,1,1,1,1,1,1,1,1,3,5,8
12,567,2,1,3,1,3,1,2,1,3,3,8
13,567,1,1,3,1,1,1,1,1,3,4,8
14,567,1,1,1,1,1,1,1,1,1,4,8
15,567,2,1,4,1,2,1,1,1,4,4,8
16,567,1,1,1,1,1,1,1,1,4,4,8
17,567,1,1,1,1,1,1,1,1,1,5,8
18,567,1,1,1,1,1,1,1,1,1,3,8
19,567,1,1,1,1,1,1,1,1,4,4,8
20,567,1,1,1,1,1,1,1,1,4,4,8
21,567,2,2,3,2,2,2,2,2,3,5,8
22,567,2,2,2,2,2,2,2,2,2,4,8
23,567,2,2,3,2,2,2,3,2,2,5,8
